"year","name","female","male","maleprop","femaleprop","maletotal","femaletotal"
1884,"Leslie",15,125,0.892857142857143,0.107142857142857,112533,264054
1885,"Leslie",10,122,0.924242424242424,0.0757575757575758,112533,264054
1886,"Leslie",8,136,0.944444444444444,0.0555555555555556,112533,264054
1887,"Leslie",12,166,0.932584269662921,0.0674157303370786,112533,264054
1888,"Leslie",23,175,0.883838383838384,0.116161616161616,112533,264054
1889,"Leslie",23,155,0.870786516853933,0.129213483146067,112533,264054
1890,"Leslie",20,181,0.900497512437811,0.0995024875621891,112533,264054
1891,"Leslie",28,164,0.854166666666667,0.145833333333333,112533,264054
1892,"Leslie",22,207,0.903930131004367,0.0960698689956332,112533,264054
1893,"Leslie",26,185,0.876777251184834,0.123222748815166,112533,264054
1894,"Leslie",36,223,0.861003861003861,0.138996138996139,112533,264054
1895,"Leslie",22,235,0.914396887159533,0.0856031128404669,112533,264054
1896,"Leslie",27,237,0.897727272727273,0.102272727272727,112533,264054
1897,"Leslie",34,222,0.8671875,0.1328125,112533,264054
1898,"Leslie",24,228,0.904761904761905,0.0952380952380952,112533,264054
1899,"Leslie",18,181,0.909547738693467,0.0904522613065327,112533,264054
1900,"Leslie",30,275,0.901639344262295,0.0983606557377049,112533,264054
1901,"Leslie",29,198,0.872246696035242,0.127753303964758,112533,264054
1902,"Leslie",37,251,0.871527777777778,0.128472222222222,112533,264054
1903,"Leslie",24,227,0.904382470119522,0.0956175298804781,112533,264054
1904,"Leslie",30,236,0.887218045112782,0.112781954887218,112533,264054
1905,"Leslie",35,237,0.871323529411765,0.128676470588235,112533,264054
1906,"Leslie",29,263,0.900684931506849,0.0993150684931507,112533,264054
1907,"Leslie",34,273,0.889250814332248,0.110749185667752,112533,264054
1908,"Leslie",41,279,0.871875,0.128125,112533,264054
1909,"Leslie",35,292,0.892966360856269,0.107033639143731,112533,264054
1910,"Leslie",52,313,0.857534246575342,0.142465753424658,112533,264054
1911,"Leslie",35,323,0.902234636871508,0.0977653631284916,112533,264054
1912,"Leslie",49,693,0.933962264150943,0.0660377358490566,112533,264054
1913,"Leslie",52,838,0.941573033707865,0.0584269662921348,112533,264054
1914,"Leslie",68,1076,0.940559440559441,0.0594405594405594,112533,264054
1915,"Leslie",88,1408,0.941176470588235,0.0588235294117647,112533,264054
1916,"Leslie",101,1355,0.930631868131868,0.0693681318681319,112533,264054
1917,"Leslie",99,1440,0.935672514619883,0.064327485380117,112533,264054
1918,"Leslie",127,1645,0.928329571106095,0.0716704288939052,112533,264054
1919,"Leslie",114,1538,0.930992736077482,0.0690072639225182,112533,264054
1920,"Leslie",92,1593,0.94540059347181,0.0545994065281899,112533,264054
1921,"Leslie",126,1647,0.928934010152284,0.0710659898477157,112533,264054
1922,"Leslie",121,1543,0.927283653846154,0.0727163461538462,112533,264054
1923,"Leslie",151,1555,0.911488862837046,0.0885111371629543,112533,264054
1924,"Leslie",142,1663,0.921329639889197,0.0786703601108033,112533,264054
1925,"Leslie",139,1518,0.916113458056729,0.083886541943271,112533,264054
1926,"Leslie",140,1467,0.912881144990666,0.0871188550093342,112533,264054
1927,"Leslie",126,1441,0.91959157626037,0.0804084237396299,112533,264054
1928,"Leslie",102,1380,0.931174089068826,0.0688259109311741,112533,264054
1929,"Leslie",102,1257,0.924944812362031,0.0750551876379691,112533,264054
1930,"Leslie",132,1239,0.903719912472648,0.0962800875273523,112533,264054
1931,"Leslie",101,1191,0.921826625386997,0.0781733746130031,112533,264054
1932,"Leslie",94,1180,0.926216640502355,0.0737833594976452,112533,264054
1933,"Leslie",123,1166,0.904577191621412,0.095422808378588,112533,264054
1934,"Leslie",125,1214,0.906646751306945,0.0933532486930545,112533,264054
1935,"Leslie",162,1223,0.883032490974729,0.116967509025271,112533,264054
1936,"Leslie",179,1250,0.874737578726382,0.125262421273618,112533,264054
1937,"Leslie",177,1239,0.875,0.125,112533,264054
1938,"Leslie",176,1247,0.876317638791286,0.123682361208714,112533,264054
1939,"Leslie",179,1294,0.878479293957909,0.121520706042091,112533,264054
1940,"Leslie",255,1368,0.842883548983364,0.157116451016636,112533,264054
1941,"Leslie",505,1555,0.754854368932039,0.245145631067961,112533,264054
1942,"Leslie",834,1734,0.675233644859813,0.324766355140187,112533,264054
1943,"Leslie",1137,1917,0.62770137524558,0.37229862475442,112533,264054
1944,"Leslie",1202,1971,0.621178695241097,0.378821304758903,112533,264054
1945,"Leslie",1703,1976,0.537102473498233,0.462897526501767,112533,264054
1946,"Leslie",2139,2136,0.499649122807018,0.500350877192982,112533,264054
1947,"Leslie",2357,2306,0.494531417542355,0.505468582457645,112533,264054
1948,"Leslie",2307,2212,0.489488824961275,0.510511175038725,112533,264054
1949,"Leslie",2417,2205,0.477066205106015,0.522933794893985,112533,264054
1950,"Leslie",2330,2136,0.478280340349306,0.521719659650694,112533,264054
1951,"Leslie",2538,2294,0.474751655629139,0.525248344370861,112533,264054
1952,"Leslie",3575,2358,0.397438058317883,0.602561941682117,112533,264054
1953,"Leslie",3903,2279,0.368650922031705,0.631349077968295,112533,264054
1954,"Leslie",4148,2228,0.349435382685069,0.650564617314931,112533,264054
1955,"Leslie",4401,2233,0.336599336750075,0.663400663249925,112533,264054
1956,"Leslie",4385,2053,0.318887853370612,0.681112146629388,112533,264054
1957,"Leslie",6102,2098,0.255853658536585,0.744146341463415,112533,264054
1958,"Leslie",6007,1938,0.24392699811202,0.75607300188798,112533,264054
1959,"Leslie",5654,1756,0.23697705802969,0.76302294197031,112533,264054
1960,"Leslie",5238,1676,0.242406711021117,0.757593288978883,112533,264054
1961,"Leslie",5671,1618,0.221978323501166,0.778021676498834,112533,264054
1962,"Leslie",5781,1651,0.222147470398278,0.777852529601722,112533,264054
1963,"Leslie",5860,1554,0.209603452926895,0.790396547073105,112533,264054
1964,"Leslie",5600,1446,0.205222821458984,0.794777178541016,112533,264054
1965,"Leslie",4874,1419,0.225488638169395,0.774511361830605,112533,264054
1966,"Leslie",4996,1238,0.198588386268848,0.801411613731152,112533,264054
1967,"Leslie",5321,1064,0.166640563821457,0.833359436178543,112533,264054
1968,"Leslie",5282,1012,0.160788052113124,0.839211947886876,112533,264054
1969,"Leslie",5835,1044,0.151766245093764,0.848233754906236,112533,264054
1970,"Leslie",5621,1013,0.152698221284293,0.847301778715707,112533,264054
1971,"Leslie",5111,987,0.161856346343063,0.838143653656937,112533,264054
1972,"Leslie",4180,838,0.166998804304504,0.833001195695496,112533,264054
1973,"Leslie",3954,792,0.166877370417193,0.833122629582807,112533,264054
1974,"Leslie",4462,691,0.134096642732389,0.865903357267611,112533,264054
1975,"Leslie",4106,681,0.14226028828076,0.85773971171924,112533,264054
1976,"Leslie",4310,534,0.110239471511148,0.889760528488852,112533,264054
1977,"Leslie",4250,607,0.12497426394894,0.87502573605106,112533,264054
1978,"Leslie",4341,524,0.107708119218911,0.892291880781089,112533,264054
1979,"Leslie",4497,530,0.105430674358464,0.894569325641536,112533,264054
1980,"Leslie",4777,507,0.0959500378501136,0.904049962149886,112533,264054
1981,"Leslie",4933,500,0.0920301859009755,0.907969814099024,112533,264054
1982,"Leslie",4982,431,0.0796231295030482,0.920376870496952,112533,264054
1983,"Leslie",4244,414,0.0888793473593817,0.911120652640618,112533,264054
1984,"Leslie",3813,367,0.087799043062201,0.912200956937799,112533,264054
1985,"Leslie",3606,331,0.0840741681483363,0.915925831851664,112533,264054
1986,"Leslie",3220,380,0.105555555555556,0.894444444444444,112533,264054
1987,"Leslie",3195,290,0.0832137733142037,0.916786226685796,112533,264054
1988,"Leslie",3077,318,0.0936671575846834,0.906332842415317,112533,264054
1989,"Leslie",2865,327,0.102443609022556,0.897556390977444,112533,264054
1990,"Leslie",2828,295,0.0944604546910022,0.905539545308998,112533,264054
1991,"Leslie",2549,279,0.0986562942008487,0.901343705799151,112533,264054
1992,"Leslie",2481,216,0.0800889877641824,0.919911012235818,112533,264054
1993,"Leslie",2295,200,0.0801603206412826,0.919839679358717,112533,264054
1994,"Leslie",2396,207,0.0795236265847099,0.92047637341529,112533,264054
1995,"Leslie",2311,186,0.0744893872647177,0.925510612735282,112533,264054
1996,"Leslie",2664,175,0.0616414230362804,0.93835857696372,112533,264054
1997,"Leslie",2821,158,0.0530379321920107,0.946962067807989,112533,264054
1998,"Leslie",3078,123,0.0384254920337395,0.961574507966261,112533,264054
1999,"Leslie",3341,120,0.0346720600982375,0.965327939901762,112533,264054
2000,"Leslie",3620,137,0.0364652648389673,0.963534735161033,112533,264054
2001,"Leslie",3611,125,0.033458244111349,0.966541755888651,112533,264054
2002,"Leslie",3519,96,0.0265560165975104,0.97344398340249,112533,264054
2003,"Leslie",3637,101,0.027019796682718,0.972980203317282,112533,264054
2004,"Leslie",3499,90,0.0250766230147673,0.974923376985233,112533,264054
2005,"Leslie",3121,102,0.031647533354018,0.968352466645982,112533,264054
2006,"Leslie",3036,82,0.0262989095574086,0.973701090442591,112533,264054
2007,"Leslie",2690,82,0.0295815295815296,0.97041847041847,112533,264054
2008,"Leslie",2324,76,0.0316666666666667,0.968333333333333,112533,264054
2009,"Leslie",1979,76,0.0369829683698297,0.96301703163017,112533,264054
2010,"Leslie",1564,47,0.0291744258224705,0.970825574177529,112533,264054
2011,"Leslie",1285,54,0.0403286034353996,0.9596713965646,112533,264054
2012,"Leslie",1218,50,0.0394321766561514,0.960567823343849,112533,264054
2013,"Leslie",1111,36,0.031386224934612,0.968613775065388,112533,264054
2014,"Leslie",994,61,0.0578199052132701,0.94218009478673,112533,264054
1880,"Lynn",5,30,0.857142857142857,0.142857142857143,52197,181561
1881,"Lynn",0,21,1,0,52197,181561
1882,"Lynn",0,27,1,0,52197,181561
1883,"Lynn",0,33,1,0,52197,181561
1884,"Lynn",0,27,1,0,52197,181561
1885,"Lynn",5,25,0.833333333333333,0.166666666666667,52197,181561
1886,"Lynn",5,25,0.833333333333333,0.166666666666667,52197,181561
1887,"Lynn",0,23,1,0,52197,181561
1888,"Lynn",0,17,1,0,52197,181561
1889,"Lynn",0,44,1,0,52197,181561
1890,"Lynn",0,27,1,0,52197,181561
1891,"Lynn",5,34,0.871794871794872,0.128205128205128,52197,181561
1892,"Lynn",0,39,1,0,52197,181561
1893,"Lynn",11,35,0.760869565217391,0.239130434782609,52197,181561
1894,"Lynn",0,28,1,0,52197,181561
1895,"Lynn",0,46,1,0,52197,181561
1896,"Lynn",6,37,0.86046511627907,0.13953488372093,52197,181561
1897,"Lynn",7,27,0.794117647058823,0.205882352941176,52197,181561
1898,"Lynn",8,44,0.846153846153846,0.153846153846154,52197,181561
1899,"Lynn",9,31,0.775,0.225,52197,181561
1900,"Lynn",8,41,0.836734693877551,0.163265306122449,52197,181561
1901,"Lynn",6,27,0.818181818181818,0.181818181818182,52197,181561
1902,"Lynn",9,39,0.8125,0.1875,52197,181561
1903,"Lynn",9,34,0.790697674418605,0.209302325581395,52197,181561
1904,"Lynn",11,40,0.784313725490196,0.215686274509804,52197,181561
1905,"Lynn",14,28,0.666666666666667,0.333333333333333,52197,181561
1906,"Lynn",14,40,0.740740740740741,0.259259259259259,52197,181561
1907,"Lynn",14,48,0.774193548387097,0.225806451612903,52197,181561
1908,"Lynn",18,50,0.735294117647059,0.264705882352941,52197,181561
1909,"Lynn",18,67,0.788235294117647,0.211764705882353,52197,181561
1910,"Lynn",23,63,0.732558139534884,0.267441860465116,52197,181561
1911,"Lynn",25,66,0.725274725274725,0.274725274725275,52197,181561
1912,"Lynn",28,156,0.847826086956522,0.152173913043478,52197,181561
1913,"Lynn",32,192,0.857142857142857,0.142857142857143,52197,181561
1914,"Lynn",45,232,0.837545126353791,0.162454873646209,52197,181561
1915,"Lynn",44,305,0.873925501432665,0.126074498567335,52197,181561
1916,"Lynn",56,320,0.851063829787234,0.148936170212766,52197,181561
1917,"Lynn",58,345,0.856079404466501,0.143920595533499,52197,181561
1918,"Lynn",69,362,0.839907192575406,0.160092807424594,52197,181561
1919,"Lynn",64,346,0.84390243902439,0.15609756097561,52197,181561
1920,"Lynn",62,412,0.869198312236287,0.130801687763713,52197,181561
1921,"Lynn",60,366,0.859154929577465,0.140845070422535,52197,181561
1922,"Lynn",76,382,0.834061135371179,0.165938864628821,52197,181561
1923,"Lynn",71,391,0.846320346320346,0.153679653679654,52197,181561
1924,"Lynn",80,410,0.836734693877551,0.163265306122449,52197,181561
1925,"Lynn",100,435,0.813084112149533,0.186915887850467,52197,181561
1926,"Lynn",92,369,0.800433839479393,0.199566160520607,52197,181561
1927,"Lynn",127,446,0.778359511343805,0.221640488656195,52197,181561
1928,"Lynn",115,469,0.803082191780822,0.196917808219178,52197,181561
1929,"Lynn",112,415,0.787476280834915,0.212523719165085,52197,181561
1930,"Lynn",158,457,0.743089430894309,0.256910569105691,52197,181561
1931,"Lynn",177,426,0.706467661691542,0.293532338308458,52197,181561
1932,"Lynn",244,495,0.669824086603518,0.330175913396482,52197,181561
1933,"Lynn",289,529,0.646699266503667,0.353300733496333,52197,181561
1934,"Lynn",305,564,0.649021864211738,0.350978135788262,52197,181561
1935,"Lynn",339,555,0.620805369127517,0.379194630872483,52197,181561
1936,"Lynn",384,613,0.614844533600802,0.385155466399198,52197,181561
1937,"Lynn",498,703,0.585345545378851,0.414654454621149,52197,181561
1938,"Lynn",723,809,0.528067885117493,0.471932114882507,52197,181561
1939,"Lynn",872,886,0.503981797497156,0.496018202502844,52197,181561
1940,"Lynn",955,1047,0.522977022977023,0.477022977022977,52197,181561
1941,"Lynn",1259,1349,0.517254601226994,0.482745398773006,52197,181561
1942,"Lynn",1749,1395,0.443702290076336,0.556297709923664,52197,181561
1943,"Lynn",2066,1441,0.41089250071286,0.58910749928714,52197,181561
1944,"Lynn",2260,1288,0.363021420518602,0.636978579481398,52197,181561
1945,"Lynn",2729,1217,0.30841358337557,0.69158641662443,52197,181561
1946,"Lynn",3884,1530,0.282600664942741,0.717399335057259,52197,181561
1947,"Lynn",4994,1779,0.262660564004134,0.737339435995866,52197,181561
1948,"Lynn",4608,1573,0.254489564795341,0.745510435204659,52197,181561
1949,"Lynn",4882,1579,0.244389413403498,0.755610586596502,52197,181561
1950,"Lynn",5020,1625,0.244544770504138,0.755455229495862,52197,181561
1951,"Lynn",5623,1669,0.22888096544158,0.77111903455842,52197,181561
1952,"Lynn",5815,1587,0.214401513104566,0.785598486895434,52197,181561
1953,"Lynn",5993,1550,0.205488532414159,0.794511467585841,52197,181561
1954,"Lynn",6781,1417,0.172847035862405,0.827152964137595,52197,181561
1955,"Lynn",7351,1334,0.153598157743235,0.846401842256765,52197,181561
1956,"Lynn",7739,1250,0.139058849705195,0.860941150294805,52197,181561
1957,"Lynn",7433,1270,0.145926691945306,0.854073308054694,52197,181561
1958,"Lynn",7220,1051,0.12707048724459,0.87292951275541,52197,181561
1959,"Lynn",7058,1009,0.12507747613735,0.87492252386265,52197,181561
1960,"Lynn",6851,960,0.122903597490718,0.877096402509282,52197,181561
1961,"Lynn",6444,890,0.121352604308699,0.878647395691301,52197,181561
1962,"Lynn",6218,832,0.118014184397163,0.881985815602837,52197,181561
1963,"Lynn",5827,716,0.109429925110805,0.890570074889195,52197,181561
1964,"Lynn",5678,646,0.102150537634409,0.897849462365591,52197,181561
1965,"Lynn",4667,515,0.0993824778077962,0.900617522192204,52197,181561
1966,"Lynn",4306,484,0.101043841336117,0.898956158663883,52197,181561
1967,"Lynn",4196,439,0.0947141316073355,0.905285868392665,52197,181561
1968,"Lynn",4102,456,0.100043878894252,0.899956121105748,52197,181561
1969,"Lynn",3646,431,0.105714986509688,0.894285013490312,52197,181561
1970,"Lynn",3264,381,0.104526748971193,0.895473251028807,52197,181561
1971,"Lynn",2673,340,0.112844341188185,0.887155658811815,52197,181561
1972,"Lynn",2251,293,0.115172955974843,0.884827044025157,52197,181561
1973,"Lynn",1935,268,0.121652292328643,0.878347707671357,52197,181561
1974,"Lynn",1646,225,0.120256547300909,0.879743452699091,52197,181561
1975,"Lynn",1423,193,0.119430693069307,0.880569306930693,52197,181561
1976,"Lynn",1148,182,0.136842105263158,0.863157894736842,52197,181561
1977,"Lynn",1100,149,0.119295436349079,0.880704563650921,52197,181561
1978,"Lynn",1108,152,0.120634920634921,0.879365079365079,52197,181561
1979,"Lynn",1072,143,0.117695473251029,0.882304526748971,52197,181561
1980,"Lynn",1015,169,0.142736486486486,0.857263513513513,52197,181561
1981,"Lynn",952,171,0.152270703472841,0.847729296527159,52197,181561
1982,"Lynn",834,123,0.128526645768025,0.871473354231975,52197,181561
1983,"Lynn",789,102,0.114478114478114,0.885521885521885,52197,181561
1984,"Lynn",706,103,0.127317676143387,0.872682323856613,52197,181561
1985,"Lynn",603,110,0.154277699859748,0.845722300140252,52197,181561
1986,"Lynn",515,89,0.147350993377483,0.852649006622517,52197,181561
1987,"Lynn",475,84,0.150268336314848,0.849731663685152,52197,181561
1988,"Lynn",469,83,0.15036231884058,0.84963768115942,52197,181561
1989,"Lynn",420,86,0.1699604743083,0.8300395256917,52197,181561
1990,"Lynn",398,77,0.162105263157895,0.837894736842105,52197,181561
1991,"Lynn",337,66,0.163771712158809,0.836228287841191,52197,181561
1992,"Lynn",286,58,0.168604651162791,0.831395348837209,52197,181561
1993,"Lynn",264,57,0.177570093457944,0.822429906542056,52197,181561
1994,"Lynn",260,52,0.166666666666667,0.833333333333333,52197,181561
1995,"Lynn",211,45,0.17578125,0.82421875,52197,181561
1996,"Lynn",209,31,0.129166666666667,0.870833333333333,52197,181561
1997,"Lynn",181,36,0.165898617511521,0.834101382488479,52197,181561
1998,"Lynn",168,34,0.168316831683168,0.831683168316832,52197,181561
1999,"Lynn",164,40,0.196078431372549,0.803921568627451,52197,181561
2000,"Lynn",168,49,0.225806451612903,0.774193548387097,52197,181561
2001,"Lynn",153,27,0.15,0.85,52197,181561
2002,"Lynn",138,37,0.211428571428571,0.788571428571429,52197,181561
2003,"Lynn",142,29,0.169590643274854,0.830409356725146,52197,181561
2004,"Lynn",126,22,0.148648648648649,0.851351351351351,52197,181561
2005,"Lynn",150,22,0.127906976744186,0.872093023255814,52197,181561
2006,"Lynn",119,17,0.125,0.875,52197,181561
2007,"Lynn",137,18,0.116129032258065,0.883870967741936,52197,181561
2008,"Lynn",107,21,0.1640625,0.8359375,52197,181561
2009,"Lynn",92,19,0.171171171171171,0.828828828828829,52197,181561
2010,"Lynn",111,19,0.146153846153846,0.853846153846154,52197,181561
2011,"Lynn",109,30,0.215827338129496,0.784172661870504,52197,181561
2012,"Lynn",91,27,0.228813559322034,0.771186440677966,52197,181561
2013,"Lynn",91,20,0.18018018018018,0.81981981981982,52197,181561
2014,"Lynn",87,16,0.155339805825243,0.844660194174757,52197,181561
1880,"Morgan",0,33,1,0,40825,205495
1881,"Morgan",0,23,1,0,40825,205495
1882,"Morgan",0,24,1,0,40825,205495
1883,"Morgan",0,19,1,0,40825,205495
